age,job,marital,education,default,balance,housing,loan,pdays,previous,poutcome,result
32,self-employed,single,secondary,no,123,yes,no,-1,0,unknown,fail
33,services,married,secondary,no,2065,yes,yes,-1,0,unknown,fail
51,blue-collar,married,secondary,no,224,yes,yes,-1,0,unknown,fail
56,management,divorced,tertiary,no,3885,yes,no,-1,0,unknown,fail
28,blue-collar,married,secondary,no,131,yes,no,-1,0,unknown,fail
34,blue-collar,married,tertiary,no,631,yes,no,-1,0,unknown,fail
35,admin.,married,secondary,no,404,yes,no,-1,0,unknown,success
33,management,married,tertiary,no,0,yes,no,-1,0,unknown,fail
53,technician,married,tertiary,no,431,yes,no,-1,0,unknown,fail
23,blue-collar,single,secondary,no,1311,yes,no,-1,0,unknown,fail
34,technician,single,tertiary,no,759,no,no,-1,0,unknown,fail
41,management,married,tertiary,no,4063,yes,no,-1,0,unknown,fail
46,management,married,tertiary,no,1375,yes,no,-1,0,unknown,fail
45,management,married,tertiary,no,1323,yes,no,-1,0,unknown,fail
54,services,married,secondary,no,0,no,no,-1,0,unknown,fail
41,blue-collar,married,secondary,yes,-204,yes,no,-1,0,unknown,fail
44,admin.,divorced,primary,no,429,yes,no,-1,0,unknown,success
32,technician,married,secondary,no,344,yes,no,197,1,failure,fail
45,technician,married,secondary,no,1971,yes,no,-1,0,unknown,fail
32,management,single,tertiary,no,-217,yes,yes,-1,0,unknown,fail
24,services,married,secondary,no,4500,yes,no,-1,0,unknown,success
51,management,divorced,tertiary,no,1267,yes,no,-1,0,,fail
36,admin.,divorced,secondary,no,1573,yes,no,-1,0,,fail
31,management,married,tertiary,no,414,yes,no,-1,0,,fail
34,services,married,secondary,no,295,yes,yes,-1,0,unknown,fail
70,retired,married,secondary,no,1164,no,no,185,2,failure,fail
48,admin.,married,secondary,no,3754,yes,no,-1,0,,fail
30,technician,single,tertiary,no,2325,no,no,127,7,failure,success
51,services,married,secondary,no,144,no,yes,-1,0,unknown,fail
37,admin.,divorced,secondary,no,1533,yes,no,-1,0,,success
33,management,single,tertiary,no,1410,yes,no,254,5,failure,fail
27,management,single,tertiary,no,0,yes,no,-1,0,,fail
25,admin.,single,secondary,no,96,no,no,-1,0,,fail
45,admin.,married,secondary,no,935,yes,yes,-1,0,unknown,fail
26,technician,single,secondary,no,84,yes,no,-1,0,,fail
39,blue-collar,single,tertiary,no,263,yes,no,199,6,failure,fail
33,services,married,secondary,no,346,yes,no,-1,0,,fail
54,blue-collar,married,secondary,no,887,yes,no,-1,0,,fail
57,blue-collar,married,unknown,no,4722,yes,no,-1,0,,fail
62,management,married,tertiary,no,1456,no,no,-1,0,unknown,fail
36,blue-collar,single,tertiary,no,1346,no,no,-1,0,unknown,fail
34,unemployed,married,secondary,no,978,no,no,71,1,success,success
41,management,divorced,unknown,no,465,yes,no,-1,0,unknown,success
34,blue-collar,married,primary,no,3,yes,no,-1,0,unknown,fail
45,entrepreneur,married,primary,no,2418,yes,no,-1,0,unknown,fail
28,services,single,secondary,no,339,no,no,182,1,success,success
63,retired,married,secondary,no,1612,no,no,-1,0,unknown,success
48,self-employed,married,secondary,no,252,no,no,-1,0,unknown,fail
32,services,single,secondary,no,-23,no,no,305,1,failure,fail
44,self-employed,divorced,secondary,no,583,yes,no,-1,0,unknown,fail
35,management,married,tertiary,no,36,no,yes,-1,0,unknown,success
55,retired,divorced,primary,no,53,yes,no,-1,0,unknown,fail
54,management,married,tertiary,no,8509,yes,no,-1,0,unknown,fail
51,technician,married,secondary,no,2,yes,yes,205,3,failure,fail
29,management,married,tertiary,no,1441,yes,no,-1,0,unknown,success
38,housemaid,single,tertiary,no,0,no,no,-1,0,unknown,fail
45,technician,married,secondary,no,86,yes,no,-1,0,unknown,fail
50,blue-collar,divorced,secondary,no,2725,no,no,-1,0,unknown,fail
53,blue-collar,married,primary,no,1090,yes,no,-1,0,unknown,fail
32,technician,married,secondary,no,-410,yes,yes,-1,0,unknown,fail
34,blue-collar,married,secondary,no,-58,yes,yes,-1,0,unknown,fail
46,management,married,tertiary,no,273,yes,no,105,3,failure,success
55,blue-collar,married,primary,no,3873,no,no,-1,0,unknown,fail
38,management,married,tertiary,no,272,yes,no,-1,0,unknown,fail
37,management,married,tertiary,no,57,no,no,-1,0,unknown,success
33,blue-collar,married,secondary,no,1240,yes,no,-1,0,unknown,fail
38,management,married,tertiary,no,1199,no,no,1,1,success,success
54,management,married,tertiary,yes,-248,yes,yes,-1,0,unknown,fail
30,management,married,tertiary,no,1235,yes,no,-1,0,unknown,fail
43,management,divorced,tertiary,no,3163,yes,no,-1,0,unknown,fail
52,blue-collar,single,primary,no,0,no,no,-1,0,unknown,fail
31,blue-collar,single,primary,no,342,yes,no,-1,0,unknown,fail
45,admin.,divorced,secondary,no,0,no,no,-1,0,unknown,success
43,services,married,secondary,no,87,no,no,-1,0,unknown,fail
37,self-employed,married,tertiary,no,444,yes,no,-1,0,unknown,fail
52,management,married,tertiary,no,-970,yes,no,-1,0,unknown,success
57,entrepreneur,married,secondary,no,1888,no,no,-1,0,unknown,fail
58,retired,married,secondary,no,413,no,no,-1,0,unknown,fail
34,services,single,tertiary,no,49,yes,no,-1,0,unknown,fail
34,management,single,tertiary,no,138,yes,no,-1,0,unknown,fail
40,management,married,tertiary,yes,-1036,yes,yes,-1,0,unknown,fail
56,technician,married,secondary,no,28,yes,no,-1,0,unknown,fail
26,blue-collar,single,primary,no,-579,yes,no,-1,0,unknown,fail
35,blue-collar,married,primary,no,22,yes,no,302,2,other,success
33,admin.,single,secondary,no,0,yes,no,-1,0,unknown,fail
52,management,married,tertiary,no,4173,no,yes,-1,0,unknown,fail
32,management,single,tertiary,no,7419,yes,no,-1,0,unknown,fail
40,services,married,secondary,no,1116,yes,no,286,2,failure,fail
42,services,married,unknown,no,177,no,no,-1,0,unknown,fail
26,unemployed,single,secondary,no,632,no,no,181,1,success,success
34,entrepreneur,single,tertiary,no,714,yes,no,193,4,failure,fail
52,services,married,primary,no,432,no,no,-1,0,unknown,fail
42,self-employed,married,secondary,no,95,no,no,-1,0,unknown,fail
45,technician,divorced,secondary,no,12,no,no,-1,0,unknown,fail
31,management,single,tertiary,,1289,yes,no,-1,0,unknown,fail
48,management,married,tertiary,no,1335,no,no,-1,0,unknown,fail
47,admin.,married,secondary,no,2,no,no,-1,0,unknown,fail
29,blue-collar,married,unknown,no,356,yes,no,-1,0,unknown,fail
32,admin.,single,tertiary,no,8866,no,no,83,2,success,success
29,management,married,tertiary,no,1022,yes,no,-1,0,unknown,fail
27,technician,single,tertiary,no,-152,yes,yes,-1,0,unknown,fail
28,technician,single,tertiary,no,3623,no,no,85,1,success,fail
46,entrepreneur,married,secondary,no,757,no,no,-1,0,unknown,fail
51,admin.,married,secondary,no,0,no,no,-1,0,unknown,fail
29,services,married,secondary,no,19,yes,no,-1,0,unknown,fail
49,management,married,secondary,no,4848,no,no,-1,0,unknown,fail
37,management,married,tertiary,no,1852,no,no,370,1,failure,fail
44,management,married,tertiary,no,756,yes,no,130,2,failure,fail
51,admin.,married,secondary,no,423,yes,yes,183,2,failure,fail
35,management,single,tertiary,no,2749,no,no,-1,0,,fail
24,management,single,tertiary,no,0,no,no,-1,0,,fail
52,services,married,primary,no,2618,yes,no,-1,0,,fail
42,blue-collar,divorced,secondary,no,685,yes,no,-1,0,,fail
33,blue-collar,married,secondary,no,215,no,no,-1,0,,fail
45,blue-collar,married,primary,no,1951,no,no,-1,0,,fail
29,management,single,tertiary,no,1808,no,no,433,1,success,success
37,management,married,primary,no,1404,yes,no,-1,0,,fail
22,blue-collar,single,secondary,no,-7,yes,no,343,1,other,fail
63,retired,married,tertiary,no,8103,no,no,-1,0,,fail
49,management,married,tertiary,no,470,no,no,-1,0,,fail
34,management,single,tertiary,no,2093,no,no,-1,0,,fail
46,blue-collar,married,primary,no,-339,yes,yes,-1,0,unknown,fail
29,management,single,tertiary,no,4210,yes,no,-1,0,,fail
36,technician,married,tertiary,no,-718,yes,no,-1,0,,fail
58,admin.,married,secondary,no,145,yes,no,-1,0,,success
34,housemaid,married,tertiary,no,0,no,no,-1,0,,fail
48,technician,divorced,secondary,no,485,yes,no,-1,0,unknown,fail
51,technician,married,secondary,no,221,yes,no,,0,unknown,fail
33,services,married,secondary,no,1631,yes,no,-1,0,unknown,fail
28,admin.,single,secondary,no,154,yes,no,364,1,other,success
28,blue-collar,single,secondary,no,975,yes,no,-1,0,unknown,fail
28,management,single,tertiary,no,6817,yes,no,-1,0,unknown,fail
39,management,married,tertiary,no,151,yes,no,-1,0,unknown,fail
48,blue-collar,single,unknown,no,2961,no,no,-1,0,unknown,fail
56,blue-collar,married,secondary,no,2583,no,no,-1,0,unknown,fail
50,blue-collar,married,primary,no,2142,yes,no,224,1,other,fail
34,blue-collar,divorced,secondary,no,383,yes,no,-1,0,unknown,success
45,admin.,married,secondary,no,1097,yes,yes,-1,0,unknown,fail
41,management,married,tertiary,no,144,no,no,-1,0,unknown,fail
40,blue-collar,married,primary,no,68,yes,no,-1,0,unknown,fail
53,management,married,tertiary,no,1319,yes,no,150,1,failure,fail
42,management,divorced,tertiary,no,266,no,yes,-1,0,unknown,fail
59,retired,divorced,unknown,no,-49,yes,no,-1,0,unknown,fail
54,technician,single,tertiary,no,467,yes,no,-1,0,unknown,success
49,management,married,tertiary,no,2147,no,no,-1,0,unknown,fail
41,entrepreneur,married,tertiary,no,5736,yes,yes,-1,0,unknown,fail
73,retired,divorced,secondary,no,1092,no,no,-1,0,unknown,fail
33,management,married,tertiary,no,1778,no,no,-1,0,unknown,success
34,admin.,single,tertiary,no,2045,no,no,-1,0,unknown,fail
56,management,married,tertiary,no,2551,yes,no,-1,0,unknown,fail
25,services,single,secondary,no,55,yes,yes,-1,0,unknown,fail
36,blue-collar,married,secondary,no,1587,yes,no,-1,0,unknown,fail
52,entrepreneur,married,tertiary,no,1115,yes,no,164,2,failure,fail
32,admin.,single,secondary,no,620,yes,no,-1,0,unknown,success
47,management,married,tertiary,no,0,yes,no,181,3,failure,fail
38,management,married,tertiary,no,1952,no,yes,-1,0,unknown,fail
38,technician,divorced,secondary,no,5733,yes,no,278,4,failure,fail
45,blue-collar,married,unknown,no,850,no,no,-1,0,unknown,fail
64,management,married,tertiary,no,3951,no,no,91,1,success,success
57,technician,married,tertiary,no,1103,no,no,-1,0,unknown,fail
50,technician,married,secondary,no,0,no,no,-1,0,unknown,fail
41,technician,married,secondary,no,1819,no,no,371,3,failure,success
49,blue-collar,married,secondary,no,2219,yes,no,-1,0,unknown,fail
46,blue-collar,married,primary,no,101,yes,no,364,5,success,fail
28,blue-collar,single,secondary,no,38,yes,no,-1,0,unknown,fail
48,management,married,tertiary,no,363,no,no,-1,0,unknown,fail
34,self-employed,single,tertiary,no,2800,yes,no,-1,0,unknown,fail
43,unemployed,married,secondary,no,775,no,no,-1,0,unknown,fail
35,management,married,tertiary,no,0,yes,no,92,5,success,success
36,admin.,divorced,tertiary,no,4708,no,no,-1,0,unknown,fail
36,technician,married,secondary,no,58,no,no,-1,0,unknown,fail
24,student,single,secondary,no,493,yes,no,358,1,other,fail
30,admin.,single,secondary,no,52,no,yes,-1,0,unknown,fail
43,technician,married,secondary,no,17,yes,no,-1,0,unknown,fail
24,student,single,secondary,no,4126,no,no,191,2,success,fail
44,technician,married,tertiary,no,851,yes,no,-1,0,unknown,fail
51,admin.,married,secondary,no,924,yes,no,-1,0,unknown,fail
32,services,single,secondary,no,385,yes,no,-1,0,unknown,fail
60,management,divorced,primary,no,38,yes,no,-1,0,unknown,fail
24,blue-collar,married,secondary,no,-389,yes,yes,-1,0,unknown,success
40,entrepreneur,divorced,secondary,no,1247,yes,no,-1,0,unknown,fail
45,management,divorced,tertiary,no,2813,yes,no,-1,0,unknown,fail
38,blue-collar,married,secondary,no,1407,yes,no,174,7,failure,fail
57,blue-collar,married,primary,no,47,no,yes,-1,0,unknown,fail
29,technician,married,primary,no,95,yes,no,-1,0,unknown,fail
41,entrepreneur,married,secondary,no,187,no,yes,-1,0,unknown,fail
34,management,married,tertiary,no,39,no,no,-1,0,unknown,fail
57,technician,married,secondary,no,458,no,yes,-1,0,unknown,fail
28,management,single,tertiary,no,0,yes,no,-1,0,unknown,success
38,services,married,secondary,no,3039,yes,yes,-1,0,unknown,fail
46,blue-collar,married,secondary,no,125,yes,yes,-1,0,unknown,fail
39,blue-collar,single,primary,no,0,no,no,-1,0,unknown,fail
30,technician,single,secondary,no,163,yes,no,-1,0,unknown,fail
46,management,married,tertiary,no,1103,yes,no,-1,0,unknown,fail
51,technician,married,secondary,no,614,no,no,-1,0,unknown,fail
41,blue-collar,single,secondary,no,495,yes,no,-1,0,unknown,fail
49,self-employed,married,secondary,no,1878,yes,yes,-1,0,unknown,fail
45,technician,divorced,unknown,no,1823,no,no,377,2,failure,fail
43,admin.,single,secondary,no,309,yes,no,276,1,other,fail
48,admin.,married,secondary,no,306,no,yes,-1,0,unknown,fail
38,unemployed,married,primary,no,1147,yes,yes,-1,0,unknown,fail
49,blue-collar,married,tertiary,no,1784,no,no,-1,0,unknown,fail
48,blue-collar,married,primary,no,3886,no,no,-1,0,unknown,fail
29,blue-collar,married,secondary,no,275,yes,no,-1,0,unknown,fail
54,retired,divorced,primary,no,52,no,no,-1,0,unknown,fail
57,technician,married,tertiary,no,624,no,no,-1,0,,fail
40,blue-collar,single,secondary,,879,yes,yes,-1,0,unknown,fail
30,admin.,single,tertiary,no,305,no,no,-1,0,,success
42,entrepreneur,married,tertiary,no,42045,no,no,-1,0,,fail
30,admin.,single,secondary,no,223,yes,no,-1,0,,success
52,management,married,tertiary,no,1065,yes,yes,175,1,failure,fail
45,technician,married,secondary,no,1,yes,no,-1,0,,fail
47,admin.,divorced,secondary,no,-364,yes,yes,-1,0,unknown,fail
38,services,married,secondary,no,1970,yes,no,176,1,success,success
48,admin.,married,secondary,no,13551,no,no,-1,0,,fail
52,blue-collar,divorced,primary,no,-191,yes,no,-1,0,,success
31,admin.,single,secondary,no,119,no,no,-1,0,,fail
27,admin.,single,secondary,no,454,no,yes,-1,0,unknown,fail
35,entrepreneur,married,secondary,no,24,yes,no,-1,0,,fail
41,management,married,primary,no,5310,yes,no,-1,0,,success
53,entrepreneur,married,tertiary,no,2289,yes,yes,-1,0,unknown,fail
35,management,married,tertiary,no,1012,no,no,-1,0,,fail
53,management,married,tertiary,no,1945,no,no,106,7,failure,fail
36,management,divorced,tertiary,no,14930,no,no,-1,0,,fail
34,management,married,tertiary,no,1557,yes,yes,-1,0,unknown,fail
31,admin.,single,secondary,no,476,no,no,-1,0,,fail
34,services,married,secondary,no,-508,yes,no,185,2,failure,fail
40,self-employed,married,secondary,no,1270,yes,no,-1,0,,fail
31,technician,married,secondary,no,-292,yes,yes,-1,0,unknown,fail
55,technician,married,unknown,no,851,yes,no,270,2,failure,fail
32,technician,single,secondary,no,68,no,yes,-1,0,unknown,fail
39,management,married,tertiary,no,225,yes,no,-1,0,,fail
34,technician,single,tertiary,no,2047,yes,no,-1,0,,fail
56,services,divorced,secondary,no,141,yes,no,370,2,failure,fail
57,entrepreneur,divorced,tertiary,no,873,no,no,-1,0,,fail
32,blue-collar,married,secondary,no,36,yes,no,-1,0,,fail
39,services,single,secondary,no,1048,yes,no,,0,,fail
36,entrepreneur,single,secondary,no,475,no,no,-1,0,,fail
30,blue-collar,single,secondary,yes,447,no,no,-1,0,,fail
28,technician,single,secondary,no,154,yes,no,-1,0,,success
31,blue-collar,married,secondary,no,1599,yes,no,-1,0,,fail
49,entrepreneur,divorced,tertiary,no,1145,yes,yes,-1,0,unknown,fail
53,management,married,tertiary,no,0,no,no,-1,0,,success
30,blue-collar,married,secondary,no,501,yes,yes,177,1,failure,success
31,services,single,tertiary,no,10122,yes,no,-1,0,,fail
59,retired,married,unknown,no,1491,no,no,-1,0,unknown,fail
50,blue-collar,divorced,secondary,no,2402,yes,no,-1,0,unknown,fail
27,blue-collar,married,tertiary,no,350,no,no,-1,0,unknown,fail
54,admin.,divorced,secondary,no,1814,no,no,-1,0,unknown,fail
57,technician,married,secondary,no,2625,no,no,-1,0,unknown,fail
31,unknown,single,tertiary,no,0,no,no,-1,0,unknown,fail
45,technician,married,tertiary,no,265,no,no,-1,0,unknown,fail
36,technician,married,tertiary,no,1327,no,no,-1,0,unknown,fail
52,blue-collar,single,secondary,no,288,yes,no,-1,0,unknown,fail
53,technician,married,secondary,no,1319,no,no,-1,0,unknown,success
48,blue-collar,married,secondary,no,1230,yes,yes,-1,0,unknown,fail
32,technician,divorced,tertiary,no,75,no,no,256,9,failure,fail
60,entrepreneur,married,primary,no,987,no,no,-1,0,unknown,fail
44,blue-collar,married,primary,no,143,yes,no,-1,0,unknown,fail
44,blue-collar,married,primary,no,67,yes,no,-1,0,unknown,fail
35,management,married,tertiary,no,5367,no,no,-1,0,unknown,fail
54,admin.,married,secondary,no,1326,yes,no,-1,0,unknown,fail
33,blue-collar,single,secondary,no,179,no,no,-1,0,unknown,fail
48,blue-collar,married,secondary,no,1143,yes,no,-1,0,unknown,fail
54,services,married,secondary,no,171,no,yes,-1,0,unknown,fail
55,services,single,secondary,no,1539,no,no,-1,0,unknown,fail
57,housemaid,married,primary,no,0,no,no,-1,0,unknown,fail
39,housemaid,married,primary,no,4904,yes,no,-1,0,unknown,fail
59,retired,married,secondary,no,4457,no,no,-1,0,unknown,fail
55,management,married,tertiary,no,73,yes,no,-1,0,unknown,fail
55,services,married,secondary,no,2120,no,no,-1,0,unknown,fail
35,technician,single,secondary,no,1001,no,yes,-1,0,unknown,fail
32,blue-collar,single,secondary,no,623,yes,no,-1,0,unknown,fail
25,blue-collar,married,secondary,no,-76,yes,no,-1,0,unknown,fail
32,admin.,married,secondary,no,344,yes,yes,-1,0,unknown,fail
42,self-employed,married,secondary,no,68,no,no,-1,0,unknown,fail
52,technician,married,secondary,no,172,yes,yes,-1,0,unknown,fail
39,technician,married,secondary,no,37,yes,yes,-1,0,unknown,fail
60,retired,married,primary,no,1588,no,no,-1,0,unknown,success
33,blue-collar,single,tertiary,no,3446,yes,no,-1,0,unknown,fail
53,self-employed,married,tertiary,no,1672,no,no,-1,0,unknown,fail
39,entrepreneur,married,secondary,no,1261,yes,no,-1,0,unknown,fail
